id,name,description
913,El Mercado Oeste,Comida deliciosa. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
914,La Esquina Tradicional,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos música en vivo."
915,Brasa y Sazón Premium,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente amplio."
916,Sabor a Mar Lima,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Para llevar disponible."
917,Noche de Tapas Tradicional,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos reservas online."
918,Panadería Dulce Hogar Gourmet,"Artesanal y elegante. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
919,La Cantina Norte,"Comida selecta. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
920,Sabor Asiático Gourmet,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Para llevar disponible."
921,La Casa,"Casera y moderno. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
922,El Puerto Norte,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente amplio."
923,Doña Lupita Real,"Tradicional y rústico. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
924,Parrilla Norte Premium,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ofrecemos menú infantil."
925,Sakura Sushi Colonial,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Buffet disponible."
926,Pizza Roma Puno,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Terraza disponible."
927,El Rincón Vegetal Real,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos estacionamiento."
928,Café Central Este,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos delivery."
929,Tacos El Rey Real,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Terraza disponible."
930,La Tasca Real,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos wifi gratis."
931,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos buffet.
932,Bistro Provenza Premium,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos buffet."
933,El Mercado Gourmet,Fresca y acogedor. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
934,La Esquina Centro,"Comida auténtica. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
935,Brasa y Sazón Imperial,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente acogedor."
936,Sabor a Mar Lima,"Comida artesanal. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
937,Noche de Tapas Centro,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ambiente rústico."
938,Panadería Dulce Hogar Clásico,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente luminoso."
939,La Cantina Tradicional,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente luminoso."
940,Sabor Asiático Norte,"Comida tradicional. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
941,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ofrecemos delivery."
942,El Puerto Express,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente amplio."
943,Doña Lupita Del Valle,"Comida fresca. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
944,Parrilla Norte Premium,"Comida fresca. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
945,Sakura Sushi Clásico,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos música en vivo."
946,Pizza Roma Trujillo,"Comida casera. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
947,El Rincón Vegetal Tradicional,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Estacionamiento disponible."
948,Café Central Express,"Auténtica y rústico. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
949,Tacos El Rey Este,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Terraza disponible."
950,La Tasca Gourmet,"Deliciosa y luminoso. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
951,Mar y Tierra,Selecta y rústico. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
952,Bistro Provenza Oeste,"Comida auténtica. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
953,El Mercado Premium,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos terraza.
954,La Esquina Gourmet,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos reservas online."
955,Brasa y Sazón Este,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente moderno."
956,Sabor a Mar Trujillo,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Estacionamiento disponible."
957,Noche de Tapas Imperial,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ambiente moderno."
958,Panadería Dulce Hogar Centro,"Comida artesanal. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
959,La Cantina Imperial,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente rústico."
960,Sabor Asiático Gourmet,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente elegante."
961,La Casa,"Comida auténtica. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
962,El Puerto Express,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Terraza disponible."
963,Doña Lupita Real,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ofrecemos pet friendly."
964,Parrilla Norte Centro,"Comida artesanal. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
965,Sakura Sushi Express,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Menú infantil disponible."
966,Pizza Roma Cajamarca,"Comida auténtica. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
967,El Rincón Vegetal Del Valle,"Deliciosa y rústico. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
968,Café Central Gourmet,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos buffet."
969,Tacos El Rey Premium,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente íntimo."
970,La Tasca Este,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ambiente íntimo."
971,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente íntimo.
972,Bistro Provenza Real,"Comida casera. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
973,El Mercado Centro,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos pet friendly.
974,La Esquina Tradicional,"Selecta y moderno. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
975,Brasa y Sazón Imperial,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente moderno."
976,Sabor a Mar Chiclayo,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Buffet disponible."
977,Noche de Tapas Clásico,"Comida deliciosa. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
978,Panadería Dulce Hogar Express,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ofrecemos para llevar."
979,La Cantina Del Valle,"Comida fresca. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
980,Sabor Asiático Premium,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente acogedor."
981,La Casa,"Comida gourmet. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
982,El Puerto Sur,"Fresca y moderno. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
983,Doña Lupita Express,"Comida deliciosa. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
984,Parrilla Norte Imperial,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente luminoso."
985,Sakura Sushi Centro,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos música en vivo."
986,Pizza Roma Cusco,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente rústico."
987,El Rincón Vegetal Real,"Casera y amplio. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
988,Café Central Este,"Comida artesanal. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
989,Tacos El Rey Tradicional,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Wifi gratis disponible."
990,La Tasca Gourmet,"Comida auténtica. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
991,Mar y Tierra,Comida tradicional. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
992,Bistro Provenza Tradicional,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos delivery."
993,El Mercado Imperial,Casera y luminoso. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
994,La Esquina Moderno,"Comida fresca. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
995,Brasa y Sazón Premium,"Casera y rústico. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
996,Sabor a Mar Tumbes,"Selecta y familiar. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
997,Noche de Tapas Norte,"Comida auténtica. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
998,Panadería Dulce Hogar Tradicional,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ofrecemos menú infantil."
999,La Cantina Real,"Tradicional y acogedor. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1000,Sabor Asiático Centro,"Comida fresca. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1001,La Casa,"Comida deliciosa. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1002,El Puerto Express,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente íntimo."
1003,Doña Lupita Norte,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente elegante."
1004,Parrilla Norte Express,"Comida tradicional. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1005,Sakura Sushi Real,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Reservas online disponible."
1006,Pizza Roma Trujillo,"Comida tradicional. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1007,El Rincón Vegetal Clásico,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Delivery disponible."
1008,Café Central Express,"Deliciosa y familiar. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1009,Tacos El Rey Del Valle,"Comida artesanal. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1010,La Tasca Express,"Gourmet y luminoso. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1011,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos pet friendly.
1012,Bistro Provenza Este,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Estacionamiento disponible."
1013,El Mercado Tradicional,Comida deliciosa. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1014,La Esquina Tradicional,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ambiente rústico."
1015,Brasa y Sazón Sur,"Deliciosa y íntimo. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1016,Sabor a Mar Tumbes,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ambiente moderno."
1017,Noche de Tapas Real,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos estacionamiento."
1018,Panadería Dulce Hogar Centro,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Buffet disponible."
1019,La Cantina Tradicional,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Pet friendly disponible."
1020,Sabor Asiático Tradicional,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Menú infantil disponible."
1021,La Casa,"Casera y acogedor. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1022,El Puerto Premium,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente amplio."
1023,Doña Lupita Tradicional,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ofrecemos delivery."
1024,Parrilla Norte Colonial,"Auténtica y familiar. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1025,Sakura Sushi Premium,"Fresca y familiar. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1026,Pizza Roma Chiclayo,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente moderno."
1027,El Rincón Vegetal Sur,"Comida casera. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1028,Café Central Premium,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos reservas online."
1029,Tacos El Rey Gourmet,"Comida tradicional. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1030,La Tasca Colonial,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos pet friendly."
1031,Mar y Tierra,Deliciosa y íntimo. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
1032,Bistro Provenza Imperial,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Pet friendly disponible."
1033,El Mercado Centro,Comida casera. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1034,La Esquina Clásico,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos estacionamiento."
1035,Brasa y Sazón Real,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Reservas online disponible."
1036,Sabor a Mar Lima,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Música en vivo disponible."
1037,Noche de Tapas Express,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Para llevar disponible."
1038,Panadería Dulce Hogar Express,"Auténtica y acogedor. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1039,La Cantina Moderno,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Reservas online disponible."
1040,Sabor Asiático Premium,"Casera y elegante. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1041,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Reservas online disponible."
1042,El Puerto Este,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Menú infantil disponible."
1043,Doña Lupita Imperial,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ofrecemos reservas online."
1044,Parrilla Norte Imperial,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ofrecemos pet friendly."
1045,Sakura Sushi Moderno,"Comida selecta. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1046,Pizza Roma Trujillo,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente íntimo."
1047,El Rincón Vegetal Tradicional,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ambiente moderno."
1048,Café Central Oeste,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Buffet disponible."
1049,Tacos El Rey Gourmet,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente acogedor."
1050,La Tasca Premium,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Terraza disponible."
1051,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Música en vivo disponible.
1052,Bistro Provenza Express,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Terraza disponible."
1053,El Mercado Clásico,Fresca y amplio. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1054,La Esquina Este,"Comida gourmet. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1055,Brasa y Sazón Gourmet,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Música en vivo disponible."
1056,Sabor a Mar Tacna,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos terraza."
1057,Noche de Tapas Oeste,"Comida tradicional. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1058,Panadería Dulce Hogar Premium,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente familiar."
1059,La Cantina Premium,"Gourmet y amplio. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1060,Sabor Asiático Moderno,"Comida selecta. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1061,La Casa,"Tradicional y íntimo. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1062,El Puerto Tradicional,"Gourmet y elegante. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1063,Doña Lupita Colonial,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ofrecemos música en vivo."
1064,Parrilla Norte Real,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Menú infantil disponible."
1065,Sakura Sushi Clásico,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos terraza."
1066,Pizza Roma Lima,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ofrecemos terraza."
1067,El Rincón Vegetal Clásico,"Selecta y familiar. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1068,Café Central Express,"Comida deliciosa. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1069,Tacos El Rey Norte,"Artesanal y elegante. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1070,La Tasca Tradicional,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Estacionamiento disponible."
1071,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente acogedor.
1072,Bistro Provenza Este,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Para llevar disponible."
1073,El Mercado Premium,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos buffet.
1074,La Esquina Premium,"Comida artesanal. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1075,Brasa y Sazón Del Valle,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Buffet disponible."
1076,Sabor a Mar Huancayo,"Comida selecta. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1077,Noche de Tapas Premium,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos terraza."
1078,Panadería Dulce Hogar Norte,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente amplio."
1079,La Cantina Clásico,"Casera y luminoso. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1080,Sabor Asiático Tradicional,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Música en vivo disponible."
1081,La Casa,"Comida artesanal. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1082,El Puerto Premium,"Comida casera. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1083,Doña Lupita Premium,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente acogedor."
1084,Parrilla Norte Centro,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Delivery disponible."
1085,Sakura Sushi Clásico,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ambiente amplio."
1086,Pizza Roma Cajamarca,"Comida auténtica. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1087,El Rincón Vegetal Norte,"Comida casera. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1088,Café Central Tradicional,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ambiente familiar."
1089,Tacos El Rey Express,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente íntimo."
1090,La Tasca Del Valle,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos delivery."
1091,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente íntimo.
1092,Bistro Provenza Tradicional,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Para llevar disponible."
1093,El Mercado Sur,Comida tradicional. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1094,La Esquina Gourmet,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Wifi gratis disponible."
1095,Brasa y Sazón Real,"Deliciosa y familiar. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1096,Sabor a Mar Cusco,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos estacionamiento."
1097,Noche de Tapas Imperial,"Comida tradicional. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1098,Panadería Dulce Hogar Real,"Comida casera. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1099,La Cantina Centro,"Auténtica y rústico. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1100,Sabor Asiático Gourmet,"Comida artesanal. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1101,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente amplio."
1102,El Puerto Moderno,"Tradicional y elegante. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1103,Doña Lupita Imperial,"Gourmet y íntimo. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1104,Parrilla Norte Express,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente luminoso."
1105,Sakura Sushi Oeste,"Selecta y elegante. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1106,Pizza Roma Tacna,"Comida selecta. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1107,El Rincón Vegetal Express,"Comida gourmet. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1108,Café Central Moderno,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ambiente moderno."
1109,Tacos El Rey Gourmet,"Comida tradicional. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1110,La Tasca Real,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ambiente moderno."
1111,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos terraza.
1112,Bistro Provenza Real,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente acogedor."
1113,El Mercado Gourmet,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos reservas online.
1114,La Esquina Oeste,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Buffet disponible."
1115,Brasa y Sazón Premium,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ofrecemos reservas online."
1116,Sabor a Mar Arequipa,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ambiente acogedor."
1117,Noche de Tapas Centro,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos pet friendly."
1118,Panadería Dulce Hogar Real,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ofrecemos delivery."
1119,La Cantina Premium,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Buffet disponible."
1120,Sabor Asiático Centro,"Comida auténtica. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1121,La Casa,"Tradicional y acogedor. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1122,El Puerto Express,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Wifi gratis disponible."
1123,Doña Lupita Oeste,"Fresca y rústico. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1124,Parrilla Norte Real,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ofrecemos para llevar."
1125,Sakura Sushi Premium,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ambiente rústico."
1126,Pizza Roma Cusco,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente familiar."
1127,El Rincón Vegetal Gourmet,"Comida artesanal. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1128,Café Central Gourmet,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos terraza."
